ID,Comentario,Tipo
450,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
451,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
452,Sería genial si agregaran más opciones de pago.,Sugerencia
453,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
454,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
455,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
456,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
457,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
458,Sería genial si agregaran más opciones de pago.,Sugerencia
459,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
460,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
461,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
462,Tuve un problema con mi compra y nadie me ayudó.,Queja
463,El servicio al cliente fue muy lento y poco amable.,Queja
464,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
465,El producto llegó defectuoso y tardaron en dar solución.,Queja
466,No responden los correos de atención al cliente.,Queja
467,Tuve un problema con mi compra y nadie me ayudó.,Queja
468,El producto llegó defectuoso y tardaron en dar solución.,Queja
469,El producto llegó defectuoso y tardaron en dar solución.,Queja
470,Sería genial si agregaran más opciones de pago.,Sugerencia
471,No me gusta que el personal no esté bien capacitado.,Queja
472,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
473,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
474,No responden los correos de atención al cliente.,Queja
475,El servicio al cliente fue muy lento y poco amable.,Queja
476,No me gusta que el personal no esté bien capacitado.,Queja
477,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
478,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
479,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
480,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
481,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
482,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
483,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
484,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
485,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
486,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
487,El producto llegó defectuoso y tardaron en dar solución.,Queja
488,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
489,Sería genial si agregaran más opciones de pago.,Sugerencia
490,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
491,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
492,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
493,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
494,El servicio al cliente fue muy lento y poco amable.,Queja
495,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
496,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
497,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
498,El producto llegó defectuoso y tardaron en dar solución.,Queja
499,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
500,No responden los correos de atención al cliente.,Queja
501,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
502,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
503,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
504,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
505,El producto llegó defectuoso y tardaron en dar solución.,Queja
506,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
507,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
508,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
509,No responden los correos de atención al cliente.,Queja
510,El servicio al cliente fue muy lento y poco amable.,Queja
511,El producto llegó defectuoso y tardaron en dar solución.,Queja
512,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
513,El producto llegó defectuoso y tardaron en dar solución.,Queja
514,El servicio al cliente fue muy lento y poco amable.,Queja
515,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
516,El producto llegó defectuoso y tardaron en dar solución.,Queja
517,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
518,Tuve un problema con mi compra y nadie me ayudó.,Queja
519,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
520,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
521,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
522,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
523,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
524,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
525,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
526,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
527,El servicio al cliente fue muy lento y poco amable.,Queja
528,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
529,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
530,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
531,No responden los correos de atención al cliente.,Queja
532,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
533,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
534,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
535,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
536,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
537,Sería genial si agregaran más opciones de pago.,Sugerencia
538,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
539,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
540,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
541,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
542,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
543,No responden los correos de atención al cliente.,Queja
544,Tuve un problema con mi compra y nadie me ayudó.,Queja
545,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
546,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
547,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
548,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
549,Tuve un problema con mi compra y nadie me ayudó.,Queja
550,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
551,El servicio al cliente fue muy lento y poco amable.,Queja
552,La página web es muy lenta y difícil de usar.,Queja
553,La página web es muy lenta y difícil de usar.,Queja
554,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
555,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
556,El servicio al cliente fue muy lento y poco amable.,Queja
557,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
558,El producto llegó defectuoso y tardaron en dar solución.,Queja
559,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
560,No me gusta que el personal no esté bien capacitado.,Queja
561,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
562,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
563,La página web es muy lenta y difícil de usar.,Queja
564,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
565,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
566,Tuve un problema con mi compra y nadie me ayudó.,Queja
567,No responden los correos de atención al cliente.,Queja
568,El servicio al cliente fue muy lento y poco amable.,Queja
569,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
570,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
571,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
572,El servicio al cliente fue muy lento y poco amable.,Queja
573,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
574,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
575,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
576,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
577,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
578,No me gusta que el personal no esté bien capacitado.,Queja
579,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
580,El producto llegó defectuoso y tardaron en dar solución.,Queja
581,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
582,No me gusta que el personal no esté bien capacitado.,Queja
583,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
584,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
585,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
586,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
587,Tuve un problema con mi compra y nadie me ayudó.,Queja
588,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
589,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
590,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
591,No responden los correos de atención al cliente.,Queja
592,La página web es muy lenta y difícil de usar.,Queja
593,El producto llegó defectuoso y tardaron en dar solución.,Queja
594,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
595,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
596,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
597,No responden los correos de atención al cliente.,Queja
598,El producto llegó defectuoso y tardaron en dar solución.,Queja
599,El servicio al cliente fue muy lento y poco amable.,Queja
600,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
601,Tuve un problema con mi compra y nadie me ayudó.,Queja
602,No me gusta que el personal no esté bien capacitado.,Queja
603,Tuve un problema con mi compra y nadie me ayudó.,Queja
604,Sería genial si agregaran más opciones de pago.,Sugerencia
605,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
606,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
607,El producto llegó defectuoso y tardaron en dar solución.,Queja
608,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
609,El servicio al cliente fue muy lento y poco amable.,Queja
610,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
611,Sería genial si agregaran más opciones de pago.,Sugerencia
612,El servicio al cliente fue muy lento y poco amable.,Queja
613,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
614,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
615,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
616,No responden los correos de atención al cliente.,Queja
617,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
618,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
619,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
620,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
621,Sería genial si agregaran más opciones de pago.,Sugerencia
622,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
623,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
624,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
